room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude
10225575,6804835,Entire home/apt,,Praha 2,1,5,2,1,1,38,2,50.072582,14.433692
10226166,20443624,Entire home/apt,,Praha 7,0,,2,1,1,40,1,50.098032,14.424358
10234175,52098846,Private room,,Praha 2,0,,2,1,1,93,1,50.069937,14.415895
10237220,52615397,Entire home/apt,,Praha 10,0,,4,2,1,42,1,50.068231,14.462193
10238143,35023723,Entire home/apt,,Praha 5,0,,2,0,1,52,1,50.029566,14.362398
10238739,52622612,Entire home/apt,,Praha 1,1,5,,2,1,85,2,50.088577,14.403853
10240395,52631970,Private room,,Vino?,0,,2,1,1,29,1,50.145047,14.57502
10240430,17493576,Entire home/apt,,Praha 10,1,5,2,1,1,87,2,50.06534,14.451755
10240936,51310648,Private room,,Praha 5,0,,2,1,1,22,2,50.036854,14.392888
10241699,51310648,Entire home/apt,,Praha 5,0,,5,2,1,43,3,50.038222,14.392453
10244149,52653337,Entire home/apt,,Praha 1,1,4,4,0,1,38,1,50.079184,14.41745
10244453,227945,Entire home/apt,,Praha 1,8,5,4,2,1,46,2,50.080227,14.414986
10246870,21413007,Entire home/apt,,Praha 3,10,4.5,2,1,1,28,2,50.08299,14.453457
10251089,52694625,Private room,,Praha 4,1,4,2,1,1,42,1,50.062875,14.441854
10251262,51489642,Shared room,,Praha 2,0,,,1,1,52,1,50.074238,14.439002
10251727,4882323,Shared room,,Praha 2,0,,4,1,1,64,1,50.073791,14.438724
10257564,21668575,Entire home/apt,,Praha 10,0,,2,0,1,40,3,50.082133,14.501365
10257949,52738866,Private room,,Praha 1,0,,4,1,1,93,1,50.078238,14.426729
10259160,23892124,Entire home/apt,,Praha 1,1,5,2,1,1,65,1,50.081917,14.424141
10261252,52756207,Entire home/apt,,Praha 5,1,4,2,0,1,34,1,50.073777,14.383155
10261428,5728815,Entire home/apt,,Praha 8,0,,,2,1,57,2,50.125994,14.413536
10263364,37653834,Private room,,Praha 2,0,,2,1,1,38,2,50.076562,14.414885
10264006,5728815,Private room,,Praha 2,1,5,2,1,1,25,2,50.074394,14.430986
10266632,52786741,Private room,,Praha 4,2,4.5,2,1,1,34,1,50.055626,14.437981
10267826,25080704,Private room,,Praha 2,3,4.5,1,1,1,36,1,50.07762,14.439958
10269597,5572209,Entire home/apt,,Praha 8,1,5,3,0,1,68,2,50.091413,14.451524
10276444,38978223,Entire home/apt,,Praha 6,1,5,3,0,1,32,1,50.097367,14.396824
10276894,52851431,Entire home/apt,,Praha 3,0,,4,2,1,92,2,50.080649,14.45254
10278978,15725090,Entire home/apt,,Praha 2,8,4.5,4,2,1,43,1,50.075778,14.445614
10287762,47302242,Private room,,Praha 15,0,,2,1,1,26,1,50.042763,14.552497
10290649,52938143,Entire home/apt,,Praha 14,0,,,8,8,26,1,50.088158,14.554902
10296782,52975288,Entire home/apt,,Praha 18,0,,4,2,1,43,1,50.137726,14.50637
10303450,12145024,Private room,,Praha 11,0,,2,1,,22,1,50.028279,14.524413
10307772,15206923,Entire home/apt,,Praha 4,0,,3,1,1,34,2,50.052262,14.458772
10308997,20436218,Entire home/apt,,Praha 1,11,5,5,2,1,47,1,50.080604,14.42666
10312861,53063846,Entire home/apt,,Praha 5,0,,4,0,1,40,2,50.069899,14.411524
10315601,4515898,Entire home/apt,,Praha 1,4,5,2,1,1,40,2,50.090069,14.422438
10322186,51890023,Private room,,Praha 1,0,,3,1,1,64,1,50.085314,14.415824
10322380,35904783,Private room,,Praha 8,0,,2,1,1,30,3,50.110747,14.477336
10322723,51890023,Private room,,Praha 1,0,,3,1,0,40,1,50.08774,14.418506
10322812,51890023,Private room,,Praha 1,1,,2,1,0,34,1,50.089188,14.419157
10323997,2752744,Entire home/apt,,Praha 8,6,5,4,1,1,42,2,50.093233,14.449145
10332120,53169396,Entire home/apt,,Kunratice,0,,,4,3,451,1,50.019731,14.484741
10335470,50705398,Entire home/apt,,Praha 12,0,,4,2,1,93,3,50.008823,14.455018
10337647,53199986,Entire home/apt,,Praha 1,0,,4,2,1,34,1,50.081326,14.403849
10353721,49493772,Entire home/apt,,Praha 2,0,,2,1,1,35,1,50.080889,14.445929
10353993,12825061,Entire home/apt,,Praha 13,0,,3,1,1,24,1,50.041032,14.33666
10356650,42667909,Entire home/apt,,Praha 4,0,,,3,2,139,1,50.06232,14.446312
10359566,53318420,Private room,,Praha 7,0,,1,1,2,29,1,50.098595,14.427614
10362907,39930262,Entire home/apt,,Praha 1,8,5,3,1,1,59,1,50.086573,14.408733
10370587,44362855,Private room,,Praha 6,0,,1,1,1,11,2,50.077663,14.322146
10371474,3529680,Entire home/apt,,Praha 6,1,5,5,2,1,30,3,50.107187,14.387043
10380609,17394389,Entire home/apt,,Praha 1,11,5,2,1,1,116,3,50.089164,14.435133
10384497,6500630,Private room,,Praha 6,0,,1,1,1,12,2,50.075927,14.328253
10384988,3769300,Private room,,Praha 8,0,,1,1,1,88,1,50.094255,14.469599
10386861,53468396,Private room,,Praha 9,0,,2,1,1,28,2,50.118744,14.505521
10394647,26974084,Private room,,Praha 1,0,,1,1,1,35,1,50.09032,14.426621
10399123,16249429,Entire home/apt,,Praha 8,0,,,2,1,92,1,50.093111,14.442316
10399290,53113447,Private room,,Kunratice,0,,,1,8,36,1,50.019878,14.494716
10401966,3707769,Private room,,Praha 6,0,,1,1,1,34,1,50.097929,14.340885
10406709,3502054,Private room,,Praha 2,4,5,4,1,1,42,2,50.073421,14.439053
10406716,3502054,Private room,,Praha 2,6,4.5,2,1,1,32,1,50.073717,14.437542
10408990,37038029,Private room,,Praha 6,0,,2,1,1,17,1,50.089098,14.34747
10412753,3502054,Entire home/apt,,Praha 4,0,,2,1,1,40,1,50.060697,14.43295
10422148,51071774,Private room,,Praha 2,1,,4,1,1,35,1,50.07513,14.428875
10422302,51071774,Private room,,Praha 2,0,,4,1,1,35,1,50.075021,14.429712
10425613,53697139,Entire home/apt,,Praha 1,0,,3,1,1,75,3,50.090258,14.426459
10428575,53712702,Entire home/apt,,Praha 3,0,,5,2,2,29,2,50.07998,14.449953
10431964,51530363,Private room,,Praha 10,0,,2,1,1,29,1,50.074324,14.495519
10432440,50505263,Private room,,Praha 8,0,,2,1,1,13,2,50.131367,14.414144
10432880,51530363,Private room,,Praha 10,1,5,2,1,1,16,1,50.074117,14.495028
10433335,51530363,Private room,,Praha 10,0,,2,1,1,28,1,50.073889,14.497382
10434789,4221758,Entire home/apt,,Praha 1,3,4.5,,3,,238,2,50.088773,14.416824
10440119,53783586,Entire home/apt,,Praha 1,1,3,2,1,1,58,3,50.090635,14.430363
10441173,5357705,Shared room,,Praha 1,11,4.5,,1,1,11,1,50.083803,14.4298
10442554,5357705,Private room,,Praha 1,0,,,1,1,34,1,50.082895,14.428866
10443055,53784093,Entire home/apt,,Praha 11,1,5,,2,1,52,2,50.037201,14.481491
10443100,53784093,Entire home/apt,,Praha 11,0,,2,1,1,52,2,50.037973,14.482151
10443159,39248624,Entire home/apt,,Praha 10,0,,2,1,1,40,2,50.065381,14.453759
10443217,53799939,Entire home/apt,,Praha 8,0,,4,2,1,46,1,50.091292,14.449512
10443282,21138243,Private room,,Praha 20,0,,1,1,1,21,1,50.113653,14.613636
10444178,2963228,Entire home/apt,,Praha 4,0,,,3,1,120,1,50.059291,14.42165
10445005,53805935,Private room,,Praha 6,0,,3,1,1,40,1,50.108413,14.394354
10445262,50714351,Private room,,Praha 1,0,,4,1,,138,1,50.081847,14.42333
10446630,53817980,Entire home/apt,,Praha 2,0,,5,2,,115,1,50.075044,14.436368
10447436,7085715,Entire home/apt,,Praha 2,7,5,,3,2,145,,50.074531,14.428981
10448203,4001948,Entire home/apt,,Praha 5,0,,,1,1,58,1,50.062074,14.410505
10453101,53607564,Entire home/apt,,Praha 3,1,5,5,2,,70,2,50.086599,14.469623
10461324,10589921,Entire home/apt,,Praha 2,0,,,4,,99,3,50.07787,14.43443
10462759,3284580,Private room,,Praha 3,1,5,2,1,1,18,1,50.088027,14.46794
10463498,3284580,Private room,,Praha 3,3,4.5,2,1,1,16,1,50.087901,14.466493
10465553,53683747,Entire home/apt,,Praha 3,0,,2,1,1,82,3,50.07663,14.473065
10468150,26161743,Entire home/apt,,Praha 2,0,,2,1,1,38,2,50.069026,14.418214
10472477,53968794,Entire home/apt,,Praha 3,1,,4,2,1,93,2,50.085638,14.45003
10476166,53992297,Private room,,Praha 6,1,5,2,1,,38,1,50.099728,14.401922
10487224,8693909,Entire home/apt,,Praha 12,0,,2,0,1,48,1,50.008164,14.429303
10489203,9780375,Private room,,Praha 7,0,,1,1,1,22,1,50.098135,14.433507
10494312,54098018,Entire home/apt,,Praha 7,18,5,5,1,1,34,1,50.101918,14.417997
10505186,7416212,Entire home/apt,,Praha 1,0,,4,2,,81,1,50.090816,14.421662
10505363,54166201,Entire home/apt,,Praha 5,0,,,2,1,173,4,50.073295,14.410645
10505573,54167196,Entire home/apt,,Praha 8,0,,2,1,,80,2,50.106987,14.471411
10520576,1391355,Entire home/apt,,Praha 1,0,,2,1,,69,1,50.086671,14.424653
10530824,54222206,Private room,,Praha 2,0,,4,1,1,35,1,50.077553,14.430903
10530935,7085715,Entire home/apt,,Praha 2,1,5,,2,2,133,2,50.073571,14.427551
10531628,54308207,Entire home/apt,,Praha 2,0,,5,3,1,81,1,50.073642,14.434349
10532452,3502054,Entire home/apt,,Praha 1,3,5,4,2,,85,1,50.090323,14.428196
10532536,54312411,Private room,,Praha 2,0,,2,1,1,34,1,50.075642,14.442484
10533443,49010922,Entire home/apt,,Praha 4,3,5,5,2,1,52,1,50.063281,14.44335
10533626,14922736,Entire home/apt,,Praha 1,5,4.5,,2,2,116,2,50.091484,14.421819
10534668,19832529,Private room,,Praha 6,1,,1,1,1,15,1,50.11578,14.379486
10536718,51741197,Private room,,Praha 8,0,,2,1,1,26,1,50.132636,14.465308
10536781,52214611,Private room,,Praha 7,0,,3,1,1,24,1,50.101963,14.424347
10538644,53784093,Entire home/apt,,Praha 11,0,,,3,1,107,2,50.038013,14.481349
10539423,54348999,Entire home/apt,,Praha 6,2,5,3,1,,49,2,50.101775,14.403124
10553373,11257014,Entire home/apt,,Praha 6,1,4,4,1,1,32,1,50.097776,14.40548
10554713,53784093,Entire home/apt,,Praha 11,0,,,2,1,52,2,50.037953,14.48344
10554867,34253626,Entire home/apt,,Praha 2,0,,,8,,318,1,50.075785,14.424156
10556608,53784093,Entire home/apt,,Praha 11,0,,,2,1,52,2,50.036578,14.483599
10561874,46059934,Entire home/apt,,Praha 8,2,5,4,0,1,33,1,50.093569,14.451437
10563948,47725871,Entire home/apt,,Praha 1,7,4.5,2,0,1,29,1,50.091925,14.430016
10565360,40045306,Private room,,Praha 3,4,5,4,1,1,25,1,50.081369,14.445026
10565542,46059934,Entire home/apt,,Praha 8,0,,4,0,1,33,1,50.092787,14.450589
10566138,46059934,Entire home/apt,,Praha 8,1,1,,2,1,174,1,50.093499,14.448894
10566487,46059934,Entire home/apt,,Praha 8,0,,,2,1,122,1,50.092238,14.450391
10567072,46059934,Entire home/apt,,Praha 8,0,,,3,1,60,1,50.09336,14.449582
10567306,46059934,Entire home/apt,,Praha 8,0,,3,0,1,32,1,50.093508,14.450499
10567462,46059934,Entire home/apt,,Praha 8,0,,2,0,1,31,1,50.092772,14.450603
10567947,46059934,Entire home/apt,,Praha 8,0,,,2,2,88,2,50.091629,14.449783
10579867,197594,Private room,,Praha 2,1,1,3,1,1,29,4,50.075595,14.429696
10581357,13722247,Entire home/apt,,Praha 2,0,,3,1,1,25,1,50.073455,14.439304
10583054,5956869,Entire home/apt,,Praha 8,3,5,3,0,1,26,2,50.093381,14.45268
10584329,54604714,Entire home/apt,,Praha 13,0,,5,2,2,52,1,50.051494,14.344921
10584332,51226150,Entire home/apt,,Praha 1,6,5,3,1,1,58,2,50.090164,14.434485
10584480,31263447,Entire home/apt,,Praha 1,0,,2,1,1,110,1,50.085552,14.416147
10585275,45082647,Private room,,Praha 13,0,,2,1,1,29,1,50.043769,14.333691
10590520,49477816,Entire home/apt,,Praha 1,0,,,3,3,232,2,50.085536,14.404139
10590986,54642564,Private room,,Praha 3,1,5,3,1,1,29,1,50.083261,14.457326
10591106,49477816,Entire home/apt,,Praha 1,1,5,2,0,1,62,1,50.086023,14.405966
10591263,49477816,Entire home/apt,,Praha 1,0,,4,1,,75,2,50.085385,14.40435
10591428,49477816,Entire home/apt,,Praha 1,0,,2,0,1,64,1,50.086704,14.406049
10591677,49477816,Entire home/apt,,Praha 1,0,,2,0,1,64,1,50.086949,14.405831
10591941,36217873,Entire home/apt,,Praha 8,0,,4,1,1,75,1,50.092128,14.451893
10592083,36217873,Entire home/apt,,Praha 8,0,,4,1,,75,2,50.090396,14.43975
10592321,11240031,Entire home/apt,,Praha 1,1,5,3,1,1,128,1,50.084537,14.418433
10603178,54712118,Private room,,Praha 4,0,,1,1,1,15,15,50.056875,14.447082
10610426,1210249,Entire home/apt,,Praha 1,2,5,2,1,1,68,3,50.087998,14.422145
10615328,8068634,Entire home/apt,,Praha 7,0,,4,1,,73,2,50.108925,14.45342
10615557,54781708,Private room,,Praha 3,0,,4,1,1,46,3,50.076101,14.454221
10624172,44006988,Private room,,Praha 1,0,,5,1,,54,1,50.08119,14.432078
10624354,44006988,Private room,,Praha 1,2,4,2,1,,28,1,50.081606,14.430561
10624689,44006988,Private room,,Praha 1,0,,3,1,,35,1,50.082617,14.429757
10624993,23578742,Private room,,Praha 3,0,,2,1,1,35,1,50.084849,14.45268
10627828,54858188,Entire home/apt,,Praha 9,1,5,4,2,1,50,2,50.105077,14.502994
10628394,54860215,Private room,,Praha 3,0,,2,1,1,23,1,50.078015,14.456745
10628558,44006988,Private room,,Praha 1,0,,3,1,,35,1,50.083358,14.431984
10628615,44006988,Private room,,Praha 1,1,5,5,1,,54,1,50.081795,14.430278
10628758,44006988,Private room,,Praha 1,0,,4,1,,44,1,50.082927,14.429916
10628915,44006988,Private room,,Praha 1,0,,4,1,,44,1,50.083057,14.429808
10628979,44006988,Private room,,Praha 1,0,,5,1,,58,1,50.081887,14.429977
10629670,26090223,Entire home/apt,,Praha 5,1,5,3,1,1,94,,50.06949,14.404272
10644843,19887907,Entire home/apt,,Praha 4,0,,3,1,1,52,1,50.061013,14.432642
10649121,54990186,Entire home/apt,,Praha 3,0,,,3,1,115,1,50.086838,14.444087
10650235,52694625,Private room,,Praha 4,0,,2,1,1,36,1,50.062097,14.441912
10652094,5344768,Entire home/apt,,Praha 6,0,,2,0,1,45,2,50.101206,14.39076
10653121,52694625,Private room,,Praha 4,0,,2,1,1,36,1,50.062163,14.443288
10654540,52694625,Private room,,Praha 5,0,,2,1,1,37,1,50.076456,14.403469
10656006,55033764,Private room,,Praha 2,0,,2,1,1,21,2,50.07588,14.431014
10656814,54303752,Private room,,Praha 5,0,,2,1,1,22,1,50.070306,14.388738
10662830,55078993,Entire home/apt,,Praha 5,1,,4,2,1,40,1,50.078322,14.404968
10664854,55088301,Private room,,Praha 1,1,5,4,1,1,29,1,50.092432,14.431999
10664870,55088162,Private room,,Praha 14,0,,2,1,1,47,2,50.104612,14.553464
10666129,55093919,Private room,,Praha 7,0,,2,1,1,31,1,50.099597,14.427188
10667746,13953077,Private room,,Praha 1,0,,2,1,1,18,3,50.079314,14.426024
10669182,5297514,Entire home/apt,,Praha 1,0,,3,2,1,93,1,50.091142,14.422511
10674592,55139369,Entire home/apt,,Praha 8,0,,4,2,1,133,2,50.097225,14.46494
10675256,53154518,Private room,,Praha 4,0,,2,1,1,19,2,50.025494,14.424327
10680246,55168979,Entire home/apt,,Praha 4,4,5,2,1,1,26,4,50.061472,14.436868
10683726,15870710,Entire home/apt,,Praha 1,7,5,4,1,1,46,1,50.08006,14.423416
10687834,15748776,Entire home/apt,,Praha 5,0,,3,2,1,43,1,50.074007,14.407418
10690560,55231996,Entire home/apt,,Praha 8,0,,,3,2,138,1,50.090299,14.45054
10691378,55231996,Private room,,Praha 8,0,,2,1,1,64,1,50.089899,14.449577
10693291,45014197,Entire home/apt,,Praha 6,0,,2,2,1,34,1,50.103535,14.375065
10693441,55246367,Private room,,Praha 7,0,,1,1,0,15,1,50.106421,14.448876
10694124,53069842,Entire home/apt,,Praha 2,1,5,2,0,1,43,1,50.061745,14.423874
10698419,9522820,Entire home/apt,,Praha 2,1,5,4,1,1,104,2,50.076004,14.414628
10700293,34966066,Entire home/apt,,Praha 6,0,,4,3,,13,1,50.095274,14.405181
10702965,23236358,Entire home/apt,,Praha 1,0,,2,0,,64,2,50.079971,14.413746
10704906,24668429,Entire home/apt,,Praha 5,1,,,1,1,80,2,50.066008,14.399699
10716217,14156028,Entire home/apt,,Praha 10,0,,3,1,1,62,2,50.066782,14.449553
10718447,253631,Entire home/apt,,Praha 7,2,5,,3,1,21,2,50.096532,14.430403
10719506,9550037,Entire home/apt,,Praha 1,2,5,3,0,,75,2,50.080584,14.429701
10719589,36588994,Private room,,Praha 4,0,,3,1,1,22,1,50.037896,14.411698
10728607,13510461,Entire home/apt,,Praha 2,0,,2,1,1,40,1,50.074717,14.415981
10736283,4378736,Private room,,Praha 3,0,,2,1,2,22,3,50.085437,14.451639
10736640,3519986,Private room,,Praha 7,0,,2,1,1,41,1,50.098951,14.43736
10737326,28765777,Private room,,Praha 2,0,,1,1,1,11,1,50.071157,14.435389
10741713,17107311,Entire home/apt,,Praha 1,3,4.5,4,1,1,43,1,50.086557,14.408116
10756915,5282,Entire home/apt,,Praha 1,1,4,3,0,1,116,,50.089035,14.424122
10756919,5282,Entire home/apt,,Praha 1,5,5,3,0,1,116,,50.088601,14.424158
10756924,5282,Entire home/apt,,Praha 1,5,5,3,0,1,116,,50.088553,14.423403
10761646,32442237,Entire home/apt,,Praha 3,0,,2,0,1,35,1,50.082134,14.451214
10765733,3502054,Entire home/apt,,Praha 10,0,,4,1,1,30,1,50.073635,14.460168
10775984,3112606,Entire home/apt,,Praha 1,1,5,4,1,,80,,50.085656,14.422769
10777557,55752799,Entire home/apt,,Praha 7,0,,,2,,173,1,50.099702,14.416324
10779631,10589921,Private room,,Praha 2,1,5,4,1,,45,2,50.07854,14.435812
10780455,55771227,Private room,,Praha 9,2,5,2,1,1,22,1,50.114581,14.50279
10785055,55305995,Private room,,Praha 4,0,,2,1,1,30,1,50.058658,14.45256
10785343,55796583,Private room,,Suchdol,1,5,2,1,,44,1,50.13549,14.369652
10793182,50109170,Entire home/apt,,Praha 2,2,4.5,4,0,,347,2,50.076688,14.43462
10793957,41067152,Entire home/apt,,Praha 4,3,5,3,1,1,21,2,50.05619,14.45159
10798575,55575687,Private room,,Praha 3,0,,2,1,1,28,1,50.075936,14.452265
10801239,46305506,Private room,,Praha 3,1,5,2,1,,31,1,50.087366,14.464522
10808165,55952372,Entire home/apt,,Praha 3,0,,4,2,1,58,1,50.086494,14.440899
10817185,56008770,Private room,,Praha 1,6,5,2,1,1,40,2,50.08908,14.420848
10817976,56013145,Entire home/apt,,Praha 1,9,5,2,1,1,30,1,50.091228,14.425397
10818320,5282,Entire home/apt,,Praha 1,2,4,4,1,1,125,,50.087416,14.426677
10818442,50354189,Entire home/apt,,Praha 2,1,5,4,1,1,93,1,50.071665,14.415646
10819742,5282,Entire home/apt,,Praha 1,2,5,,2,1,194,,50.087216,14.427136
10821894,5282,Entire home/apt,,Praha 1,3,5,4,1,1,146,,50.090547,14.418494
10822778,16253629,Entire home/apt,,Praha 14,4,5,,2,,13,1,50.111113,14.561713
10825753,56054136,Entire home/apt,,Praha 3,2,5,5,2,1,64,,50.085434,14.457229
10831342,5282,Entire home/apt,,Praha 1,2,5,4,1,1,128,,50.089244,14.424767
10831347,5282,Entire home/apt,,Praha 1,1,5,4,1,1,128,,50.088612,14.424038
10831374,5282,Entire home/apt,,Praha 1,2,4.5,4,1,1,139,,50.09017,14.424836
10831413,5282,Entire home/apt,,Praha 1,1,5,2,0,1,110,,50.088538,14.4242
10841846,2609610,Entire home/apt,,Praha 8,1,4,4,1,1,23,1,50.091968,14.460452
10847514,56182221,Entire home/apt,,Praha 1,0,,4,1,1,128,1,50.081837,14.404575
10849463,32742132,Entire home/apt,,Kunratice,0,,2,1,1,22,1,50.021726,14.464327
10850779,42667909,Entire home/apt,,Praha 6,0,,,4,2,220,1,50.084683,14.316941
10853114,56214978,Entire home/apt,,Praha 2,0,,5,2,1,64,,50.075696,14.423466
10855042,56214978,Entire home/apt,,Praha 2,0,,2,0,1,36,,50.076001,14.425433
10865431,9522820,Entire home/apt,,Praha 8,7,4.5,3,1,1,38,1,50.104204,14.473838
10865736,50129110,Private room,,Praha 3,0,,2,1,,13,2,50.082329,14.454765
10868350,25096136,Entire home/apt,,Praha 1,2,4,4,1,,40,2,50.082763,14.407641
10875057,28114846,Entire home/apt,,Praha 6,1,5,3,0,1,23,2,50.097239,14.366979
10879564,55127857,Entire home/apt,,Praha 7,1,5,2,0,1,20,1,50.105378,14.455067
10880571,7453818,Entire home/apt,,Praha 8,0,,3,2,1,38,2,50.127441,14.452529
10883843,56392444,Private room,,Praha 12,0,,2,1,1,39,1,50.01427,14.399979
10892267,56445153,Entire home/apt,,Praha 9,0,,2,1,1,34,1,50.103498,14.51378
10893612,7948637,Entire home/apt,,Praha 2,0,,3,1,1,25,1,50.075868,14.437849
10897800,56458947,Private room,,Praha 3,1,5,4,1,1,24,1,50.085007,14.446438
10902045,56454077,Entire home/apt,,Praha 3,0,,2,1,1,26,2,50.089229,14.463631
10908353,5357705,Shared room,,Praha 1,2,4.5,4,1,,14,1,50.082997,14.430895
10913671,56569314,Private room,,Praha 13,0,,2,1,1,23,1,50.051168,14.323447
10916254,56059423,Entire home/apt,,Praha 3,0,,3,1,1,22,1,50.09043,14.46458
10919421,23115034,Private room,,Praha 2,0,,2,1,1,53,2,50.08064,14.444396
10921798,56610764,Private room,,Praha 7,3,4.5,2,1,,18,1,50.100283,14.434665
10928235,56652496,Private room,,Praha 2,9,5,4,1,1,20,1,50.07916,14.445505
10932614,56674246,Private room,,Praha 6,5,5,2,1,1,26,1,50.096685,14.398184
10941755,56733749,Entire home/apt,,Praha 4,0,,5,2,1,41,2,50.061969,14.448835
10944018,11058426,Entire home/apt,,Praha 4,0,,3,1,1,34,1,50.042937,14.463592
10951190,46059934,Entire home/apt,,Praha 8,1,,,2,2,99,1,50.093238,14.451206
10951366,10121801,Entire home/apt,,Praha 5,1,4,5,1,1,41,2,50.0667,14.409198
10954466,56815734,Entire home/apt,,Praha 5,0,,4,1,1,36,1,50.075754,14.40801
10956682,3409327,Entire home/apt,,Praha 1,0,,,2,2,200,2,50.088927,14.398334
10964052,22470004,Shared room,,Praha 4,0,,3,1,1,10,1,50.042783,14.42992
10964127,31706223,Private room,,Praha 9,0,,2,1,1,22,1,50.10395,14.528116
10964931,56872918,Entire home/apt,,Praha 5,0,,5,1,1,46,2,50.079275,14.405876
10965064,39840663,Private room,,Praha 1,1,5,2,1,1,29,2,50.079093,14.418735
10970641,15683232,Entire home/apt,,Praha 3,0,,4,1,1,59,3,50.080696,14.454546
10971259,15683232,Entire home/apt,,Praha 3,0,,,3,1,128,3,50.079653,14.453545
10976561,45153447,Entire home/apt,,Praha 8,0,,4,1,1,40,2,50.107501,14.474352
10977624,49477816,Entire home/apt,,Praha 1,0,,4,1,,75,2,50.085769,14.403884
10977949,49477816,Entire home/apt,,Praha 1,0,,4,1,,75,2,50.086755,14.405966
10978354,9628561,Private room,,Praha 3,1,5,2,1,,18,2,50.082388,14.445398
10981437,3502054,Entire home/apt,,Praha 10,2,5,4,1,1,48,1,50.072737,14.462437
10983221,1240390,Entire home/apt,,Praha 1,8,5,5,1,,93,1,50.089227,14.422703
10984223,56987783,Entire home/apt,,Praha 2,0,,5,2,,58,1,50.066317,14.424942
10985362,47195347,Private room,,Praha 5,0,,4,1,1,29,2,50.074846,14.373257
10987223,36637691,Private room,,Praha 10,1,,2,1,1,16,1,50.068261,14.449374
10988411,24923555,Entire home/apt,,Praha 2,4,5,2,1,1,49,2,50.070706,14.438678
10991010,57006239,Entire home/apt,,Praha 9,0,,2,1,1,35,1,50.102187,14.509307
10992693,16749843,Entire home/apt,,Praha 8,2,4.5,2,1,1,43,1,50.093325,14.457976
11000672,16518397,Private room,,Praha 1,4,5,2,1,,30,2,50.09158,14.434565
11000891,13435717,Entire home/apt,,Praha 1,1,5,2,0,1,71,2,50.080461,14.421157
11021383,33139160,Private room,,Praha 2,0,,2,1,1,19,2,50.06692,14.432316
11025754,56167442,Entire home/apt,,Praha 6,0,,4,1,1,40,2,50.107063,14.395324
11026097,29962415,Entire home/apt,,Praha 10,0,,3,1,1,22,2,50.0832,14.499559
11029028,50757882,Private room,,Praha 2,0,,1,1,1,29,1,50.077271,14.439919
11029046,57233058,Entire home/apt,,Praha 4,0,,4,1,1,25,3,50.050114,14.457416
11031368,3502054,Entire home/apt,,Praha 3,2,5,2,1,1,40,1,50.076345,14.4527
11031767,13435717,Entire home/apt,,Praha 1,0,,2,0,1,71,2,50.082148,14.421008
11032524,57251029,Private room,,Praha 6,0,,2,1,1,46,1,50.107182,14.376607
11034903,39609777,Entire home/apt,,Praha 1,9,5,2,0,1,44,1,50.080523,14.415305
11039445,48866210,Shared room,,Praha 6,0,,3,1,0,44,1,50.094129,14.370803
11039466,57283164,Entire home/apt,,Praha 5,3,4.5,3,1,1,38,2,50.068426,14.400394
11039596,48866210,Shared room,,Praha 6,0,,4,1,0,66,1,50.095443,14.371351
11041163,55993991,Private room,,Praha 2,0,,3,1,1,64,1,50.075369,14.423278
11041382,27455501,Entire home/apt,,Praha 1,2,5,,4,,119,2,50.087037,14.400881
11042734,23277522,Private room,,Praha 10,0,,2,1,,24,1,50.070435,14.458908
11042829,23277522,Private room,,Praha 10,0,,2,1,,29,1,50.071057,14.457534
11051334,3502054,Entire home/apt,,Praha 5,1,5,4,0,1,40,1,50.074968,14.396539
11052481,57362714,Entire home/apt,,Praha 7,2,3.5,4,2,1,52,1,50.10223,14.445106
11053405,57222164,Entire home/apt,,Praha 9,0,,4,1,1,24,1,50.099906,14.486888
11056409,57383703,Entire home/apt,,Praha 12,0,,4,2,1,38,5,50.008202,14.453917
11058484,57396445,Entire home/apt,,Praha 10,0,,5,1,1,58,1,50.071559,14.472882
11061550,50452787,Entire home/apt,,Praha 5,1,,3,0,1,34,1,50.067468,14.401831
11062816,17107311,Entire home/apt,,Praha 1,0,,4,1,1,43,1,50.086862,14.407759
11063819,17107311,Entire home/apt,,Praha 1,4,5,5,2,1,43,1,50.086633,14.406372
11073479,1167781,Entire home/apt,,Praha 1,0,,2,1,1,69,,50.086205,14.431736
11074094,1167781,Entire home/apt,,Praha 1,0,,2,1,1,69,2,50.088008,14.432077
11075157,36526565,Private room,,Praha 7,0,,3,1,1,35,,50.108328,14.456352
11075526,29918257,Entire home/apt,,Praha 1,0,,4,1,1,68,2,50.085082,14.430042
11075837,28793244,Entire home/apt,,Praha 2,1,5,,3,1,231,2,50.073934,14.415703
11077257,57505810,Private room,,Praha 1,0,,2,1,,39,1,50.085782,14.428193
11082877,13476807,Entire home/apt,,Praha 3,0,,4,2,2,85,2,50.086817,14.4647
11085755,46918005,Entire home/apt,,Praha 10,2,5,4,1,1,42,,50.070253,14.450404
11090351,14832408,Private room,,Praha 1,0,,2,1,,46,1,50.091788,14.428818
11091568,57595065,Entire home/apt,,Praha 5,0,,2,1,1,43,3,50.072503,14.409809
11092097,42618216,Private room,,Praha 2,1,5,2,1,1,43,1,50.079213,14.435816
11092573,42618216,Private room,,Praha 2,0,,2,1,,35,1,50.079297,14.436104
11093384,4182309,Entire home/apt,,Praha 5,6,5,2,1,1,29,2,50.0774,14.406653
